image_name,width,height,capacity_pct,bit_count,MSE,PSNR,AD,SC,NCC,NAE
peppers.png,512,512,50,393216,0.24962488810221353,54.15792477667577,0.24962488810221353,0.9999668474434545,0.999992490940995,0.002256168574717194
peppers.png,512,512,75,589824,0.3746999104817708,52.39396771529857,0.3746999104817708,0.9999435965008278,0.9999887288352807,0.0033866261068974746
peppers.png,512,512,100,786432,0.4997418721516927,51.1433462142618,0.4997418721516927,0.9999263209566654,0.9999849677872756,0.004516784828591732
peppers_color.tif,512,512,25,196608,0.12481180826822917,57.16824685592529,0.12481180826822917,1.0001588428090655,0.9999960142167281,0.0011677315314828302
peppers_color.tif,512,512,50,393216,0.24955876668294272,54.1590753018349,0.24955876668294272,1.000134608722143,0.9999920265605365,0.0023348563317611938
peppers_color.tif,512,512,75,589824,0.3749885559082031,52.3906234695821,0.3749885559082031,1.000274315316552,0.9999880242239163,0.003508369654721882
peppers_color.tif,512,512,100,786432,0.4997851053873698,51.14297051743473,0.4997851053873698,1.0004398650659512,0.9999840489938724,0.004675958425921309
peppers_gray.tif,512,512,25,196608,0.12553914388020834,57.14301198233712,0.12553914388020834,0.9998917467893917,0.9999962091602038,0.0010738337959189355
peppers_gray.tif,512,512,50,393216,0.25112279256184894,54.13194228662313,0.25112279256184894,0.9998375399585909,0.9999924175513177,0.0021480482759685857
peppers_gray.tif,512,512,75,589824,0.3765271504720052,52.37284063266007,0.3765271504720052,0.9998287046786787,0.9999886298397882,0.0032207291428059293
peppers_gray.tif,512,512,100,786432,0.5017255147298177,51.12614173683873,0.5017255147298177,0.9998952631240119,0.9999848451470694,0.004291647985952538
pirate.tif,512,512,25,196608,0.1254425048828125,57.14635643286461,0.1254425048828125,0.9999780444096351,0.9999957427766831,0.0011236347815194265
pirate.tif,512,512,50,393216,0.25026575724283856,54.14678929788775,0.25026575724283856,0.9999691091144204,0.9999915066063538,0.002241722689801616
pirate.tif,512,512,75,589824,0.3754920959472656,52.38479561265714,0.3754920959472656,0.9999579698865434,0.999987256850562,0.003363421191135559
pirate.tif,512,512,100,786432,0.5007375081380209,51.13470237079822,0.5007375081380209,0.9999512696401163,0.999983006431564,0.004485290540721163
walkbridge.tif,512,512,25,196608,0.1249847412109375,57.16223365558986,0.1249847412109375,0.999998605807421,0.9999960877565376,0.0010950868189870354
walkbridge.tif,512,512,50,393216,0.25017547607421875,54.14835625964735,0.25017547607421875,1.0000603298967616,0.9999921692778825,0.0021919785057626586
walkbridge.tif,512,512,75,589824,0.3750470479329427,52.38994609470814,0.3750470479329427,1.0000465204506073,0.9999882603525782,0.0032860737615818896
walkbridge.tif,512,512,100,786432,0.5001017252604166,51.14022008080318,0.5001017252604166,1.0000295816166194,0.9999843457974229,0.00438177334432431
woman_blonde.tif,512,512,25,196608,0.12523396809895834,57.15358219237181,0.12523396809895834,0.999998684616207,0.9999968759140725,0.0009270827764864028
woman_blonde.tif,512,512,50,393216,0.25040562947591144,54.1443627266002,0.25040562947591144,1.0000140873341128,0.9999937533587145,0.0018537043083943002
woman_blonde.tif,512,512,75,589824,0.37547047932942706,52.385045637842325,0.37547047932942706,1.0000093955722744,0.9999906334755676,0.0027795351353104743
woman_blonde.tif,512,512,100,786432,0.5003433227539062,51.1381225251101,0.5003433227539062,0.9999742210369221,0.9999875186729106,0.003703944575872479
woman_darkhair.tif,512,512,25,196608,0.12501653035481772,57.161129193219764,0.12501653035481772,0.9999754587974302,0.9999959492410256,0.0011593083010374994
woman_darkhair.tif,512,512,50,393216,0.24993769327799478,54.152486035482156,0.24993769327799478,0.9999624464440746,0.9999919016505951,0.002317732236984752
woman_darkhair.tif,512,512,75,589824,0.3750317891438802,52.390122791011606,0.3750317891438802,0.9999378908529867,0.9999878487845371,0.0034777598216289853
woman_darkhair.tif,512,512,100,786432,0.500298817952474,51.1385088408349,0.500298817952474,0.9999458493829292,0.9999837897295971,0.0046393910549702
