size,capacity_pct,MSE,PSNR,AD,SC,NCC,NAE
256x256,25,0.12418365478515625,57.19017945470159,0.12418365478515625,1.0000078370687708,0.9999966734171268,0.0009862989925858408
256x256,50,0.24881998697916666,54.17195608239726,0.24881998697916666,1.000007767587869,0.9999933341196188,0.0019762391034409054
256x256,75,0.37335205078125,52.409619012752046,0.37335205078125,1.0000089636195513,0.9999899973203045,0.0029653698717677954
256x256,100,0.4983673095703125,51.15530962248016,0.4983673095703125,1.0000004873801382,0.9999866481571653,0.003958297748247914
512x512,25,0.12496482001410592,57.162934691831445,0.12496482001410592,0.9999127988591097,0.9999966235129194,0.001012257473808279
512x512,50,0.24992842901320683,54.1526523417222,0.24992842901320683,0.9997482349120393,0.9999933383370315,0.002024481305434966
512x512,75,0.3749217684306795,52.39140137881286,0.3749217684306795,0.9995998171568575,0.9999900973810647,0.0030369637252615047
512x512,100,0.4999233427501861,51.141772850377905,0.4999233427501861,0.9994542807252726,0.9999869195068292,0.004049528906507403
